رقم التسجيل,اسم العلامة عربي,اسم العلامة انجليزي,حالة العلامة,نوع العلامة من حيث الوصف,نوع العلامة,الفئة,اسم المالك بالعربي,اسم المالك بالانجليزي,تاريخ تسجيل العلامة,الجنسية,تاريخ بداية الحماية,وصف العلامة,تاريخ نهاية الحماية,تاريخ النشر
1444019961,-,AVC,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,مؤسسة ركن المرئيات الصوتيات للتجاره,-,4/2/2023 12:16,المملكة العربية السعودية ,12/25/2022 22:50," بطاقة  باللون الأبيض تحتوي في المنتصف على ثلاثة أحرف عريضة و مميزة باللغة اللاتينية باللون االأسود , والأحرف هي: أي في سي 
",9/6/2032 22:50,1/4/2023 14:27
1444038260,-,ROLEX Perpetual Planet Initiative ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,-,ROLEX SA,8/16/2023 9:50,سويسرا,5/17/2023 15:23,عبارة روليكس بيربيتشوال بلانيت انيتياتيف بحروف لاتينية فوقها رسم تاج داخل كرة ارضية,1/28/2033 15:23,6/6/2023 10:30
1444017223,-,P L INFINITE PLATFORMS FOR LOGISTICS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة21,شركة سبل للخدمات الرقمية,SPL Digital Services Company ,2/26/2023 19:19,المملكة العربية السعودية ,12/5/2022 12:51, علامة لا نهاية مضاف لها حرفي بي و ال باللغة اللاتينية بينهم خط أفقي باللون الأسود الداكن اسفلها عبارة انفينيت بلات فورم فور لوجيستيك باللغة اللاتينية باللون الأسود الداكن,8/18/2032 12:51,12/25/2022 10:54
1444034635,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة42,-,TikTok Ltd.,7/6/2023 22:00,جزر كايمان,4/13/2023 12:19, رسم كاريكاتيري مميز .,12/25/2032 12:19,5/4/2023 16:10
1444039028,-,AITO,علامة مسجلة,لفظية,علامة تجارية ,فئة 3,-,".HUAWEI TECHNOLOGIES CO., LTD",8/21/2023 8:54,الصين,5/23/2023 11:14,كلمة ايتو بحروف لاتينية,2/3/2033 11:14,6/11/2023 16:41
1444029840,-,eKitEngine,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,"Huawei Technologies Co.,Ltd",6/12/2023 11:49,الصين,3/9/2023 11:38,كلمة إيكيتئنجن بحروف لاتينية,11/20/2032 11:38,3/29/2023 12:39
1445005841,بروز,BREWZ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة21,شركة راشد بن حمد الفراج التجارية شخص واحد,-,11/26/2023 23:17,المملكة العربية السعودية ,8/29/2023 0:25,كلمة بروز بحروف عربية ولاتينية بشكل مميز وعلى الجانب نصف إطار دائري الشكل .,5/12/2033 0:25,9/27/2023 10:47
1443029998,-,PLVS VLTRA 19 09 RFEF,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة28,-,REAL FEDERACION ESPANOLA DE FUTBOL,1/23/2023 0:04,إسبانيا,4/12/2022 16:21,"تتكون العلامة التجارية من التسمية  ""بيه إل في إس"" و ""في إل تي آر ايه"" وكلمة رفيف بحروف لاتينية باللون الذهبي و 1909 رقم لاتيني باللون الذهبي، في أعلاه نجمة ثم درع وأسفله رقم 1909 يتوسطها دائرة بداخلها كلمة رفيف بحروف لاتينية باللون الذهبي، الدرع والأرقام والدائرة والأحرف داخل شكل مغلق باللون الذهبي.",12/25/2031 16:21,10/24/2022 19:28
1444027039,نخيل,NAKHEL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,شركة مزارع النخيل للتمور,-,5/7/2023 14:19,المملكة العربية السعودية ,2/15/2023 23:13,عبارة نخيل باللغة العربية و اسفلها باللغة اللاتينية باللون الاخضر والبني و اعلاهما رسم سعف النخيل بعدد 6 اجزاء مائل بشكل حاد باللون الاخضر .,10/29/2032 23:13,3/7/2023 12:31
1444010448,الشرق الأوسط,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة40,شركة لبسك الجميل التجارية,-,1/7/2023 12:44,المملكة العربية السعودية ,10/13/2022 0:52,عباره الشرق الأوسط بحروف عربيه يحيط بها رسم حركات تشكيليه  والعلامه ككل باللون الازرق الغامق على خلفيه باللون الرمادي الفاتح ,6/25/2032 0:52,10/27/2022 22:47
1444010771,-,KOMBAN,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,شركة الفيل البري للاستقدام (شركة شخص واحد),-,1/28/2023 18:14,المملكة العربية السعودية ,10/18/2022 10:18,كلمة كومبان بحروف لاتينية اسفلها رسم فيل من الامام بشكل مميز.,6/30/2032 10:18,11/28/2022 16:48
1445006661,سنو كوين,SNOW QUEEN,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة18,شركة بدائع البردي للادوات المدرسيه المحدودة,-,12/7/2023 13:35,المملكة العربية السعودية ,9/4/2023 11:02,رسم كاريكاتيري لفتاة بيضاء شعرها أشقر له عقدة في الاسفل وعيونها زرقاء وترتدي فستان موف وتركواز منقط أبيض مع حذاء تركواز وأعلى يدها رسم ثلاث نجوم وبجانبها كلمة سنوكوين بحروف عربية ولاتينية وباللون السماوي والزهري,5/18/2033 11:02,10/7/2023 12:42
1444025027,الفيلق,Alfailaq,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,مزراع الفيلق للانتاج الزراعي,-,5/4/2023 18:54,المملكة العربية السعودية ,1/31/2023 16:32,كلمة الفيلق بحروف لاتينية يعلوه كلمة الفيلق بحروف عربية يعلوهما رسم هندسي لما يشابه الدجاجة والعلامة ككل باللون الأصفر والأخضر والأحمر,10/14/2032 16:32,2/19/2023 11:06
1444007962,-,LV ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 3,-,Louis Vuitton Malletier,1/1/2023 10:44,فرنسا,9/25/2022 10:42,الحرفين اللاتينيين ال في بشكل مميز متداخل باللون الاسود.,6/7/2032 10:42,10/3/2022 15:09
1444021044,-,Leens Kitchen EXPRESS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة مطبخ لين لتقديم الوجبات,-,4/8/2023 4:54,المملكة العربية السعودية ,1/2/2023 14:17,كلمة لينز وحرف الإل مشبوك بحرف الإي ويتوسط حرفي إن و أس فاصلة من الأعلي وبالأسفل كلمة كيتشن باللون الأخضر وأسلفها كلمة إكسبريس باللون البرتقالي بحروف لاتينية . ,9/14/2032 14:17,1/9/2023 17:28
1444009752,-,Chemistry for Change,علامة مسجلة,لفظية,علامة تجارية ,فئة17,-, Resonac Holdings Corporation,1/10/2023 10:04,اليابان,10/9/2022 9:02,عبارة كيميستري فور تشينج بحروف لاتينية باللون الاسود,6/21/2032 9:02,11/6/2022 12:27
1444039060,-,DELL Technologies,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,-,Dell Inc.,8/28/2023 15:39,الولايات المتحدة الأمريكية,5/23/2023 12:15,عبارة ديل تكنولوجيز بحروف لاتينية.,2/3/2033 12:15,6/25/2023 12:46
1444039000,فيتونيت ماكس,Vetonit Maax,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة19,شركة فيتونيت السعودية المحدودة سافيتو شركة الشخص الواحد,-,8/7/2023 13:19,المملكة العربية السعودية ,5/23/2023 7:14,عباره فيتونيت ماكس بحروف عربية ولاتينية بشكل مميز  باللون الاسود ,2/3/2033 7:14,6/5/2023 11:25
1444045978,-,MEDUSA,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة41,-,SAS MEDUSA,10/15/2023 16:04,فرنسا,7/13/2023 14:52,كلمة ميدوسا بحروف لاتينية مميزة أسفلها رسم عيون وفم امرأة بشكل خاص بالألوان الأحمر والأسود والأبيض,3/26/2033 14:52,8/7/2023 12:21
1444033900,سابق ولاحق,-,علامة مسجلة,لفظية,علامة تجارية ,فئة28,سبيستون إنترناشونال منطقة حرة ـ ذ.م.م,-,7/2/2023 15:21,الإمارات العربية المتحدة,4/9/2023 12:51,عبارة سابق ولاحق بحروف عربية,12/21/2032 12:51,4/20/2023 11:52
1444014611,-,ALICHOICE,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة38,-,Alibaba Singapore Holding Private Limited ,3/7/2023 15:19,سنغافورة,11/15/2022 9:06,تتكون العلامة من الكلمة منطوقها العربي عليتشويس كتبت بحروف لاتينية باللون الأسود,7/29/2032 9:06,12/11/2022 8:54
1444043379,-,NExTpert,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,GeoQuest Systems BV,10/9/2023 14:54,هولندا,6/20/2023 14:00,كلمة نيكستبيرت بحروف لاتينية,3/3/2033 14:00,8/2/2023 9:25
1444021041,مهيله,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة ربح للأستثمار (شركة شخص واحد),-,5/1/2023 0:14,المملكة العربية السعودية ,1/2/2023 13:59,كلمة مهيله بحروف عربية مكتوبة بخط مميز وحرف الياء مشكل بحركة الشدة باللون الأسود,9/14/2032 13:59,2/9/2023 18:19
1444040620,-,VLTAVA A RELIABLE CHOICE,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,شركة فرسان للتجارة,-,8/21/2023 9:34,المملكة العربية السعودية ,6/1/2023 17:39,"كلمة فلتافا بحروف لاتينية باللون الأسود وحرف في لاتيني باللون الأزرق، وفي الأسفل عبارة أ ريلايبل تشويس بحروف لاتينية باللون الأسود",2/12/2033 17:39,6/14/2023 10:40
1444032274,-,MADE IN LOVE,علامة مسجلة,لفظية,علامة تجارية ,فئة44,هولينفيست اس ايه,Holinvest SA,7/4/2023 11:15,المغرب,3/28/2023 10:23,عبارة مايد ان لوف بحروف لاتينية باللون الاسود.,12/9/2032 10:23,4/16/2023 12:16
1444030222,-,The Prime Kitchen Tpk,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة حداثة الضيافة لخدمات الاعاشة,-,6/3/2023 20:34,المملكة العربية السعودية ,3/13/2023 10:56,خلفية باللون الابيض بداخلها رسم دائرة بداخلها مكتوب الحروف اللاتيني تي بي كي اسفلها عبارة ذا بريم كيتشين باللغة اللاتينية باللون الاخضر .,11/24/2032 10:56,3/26/2023 12:39
1444027192,-,BWINX,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 8,عبد الله البكار,ABDULLAH ALBAKKAR,5/18/2023 14:44,الجمهورية العربية السورية,2/16/2023 15:27,كلمة بوينكس بحروف لاتينية مميزة,10/30/2032 15:27,3/16/2023 12:10
1444038603,-,Jouztaf jf,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة14,شركة عبدالرحمن بن احمد الدهام وشركاه,-,8/7/2023 12:04,المملكة العربية السعودية ,5/21/2023 10:12,كلمه جوزتاف بحروف لاتينيه  ويعلوها الحرفان اللاتنيان جيه اف والعلامة ككل  باللون الاسود,2/1/2033 10:12,5/29/2023 13:27
1444015063,أصياف,A  ASYAAF,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة أصياف للتجارة (شركة شخص واحد),-,3/25/2023 17:04,المملكة العربية السعودية ,11/17/2022 13:55,كلمة أصياف بحروف لاتينية وعربية باللون الاسود وفي الاعلى الحرف اللاتيني ايه بشكل مميز. ,7/31/2032 13:55,1/18/2023 12:14
1444029634,-,CRUNCHERS,علامة مسجلة,لفظية,علامة تجارية ,فئة29,-,United Biscuits (UK) Limited,6/6/2023 12:54,المملكة المتحدة,3/8/2023 10:17,كلمة كرنتشرز بحروف لاتينية,11/19/2032 10:17,3/27/2023 11:09
1444016105,البدائل الذكية للاستشارات الهندسية,SMART ALTERNATIVES ENGINEEING CONSULTATIONS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,مكتب البدائل الذكية للاستشارات الهندسية,-,3/9/2023 5:28,المملكة العربية السعودية ,11/26/2022 0:11, عبارة البدائل الذكية للاستشارات الهندسية باحرف عربية باللون الأزرق ويوجد خط فاصل باللون البرتقالي وتحته عبارة بالاتيني باللون الأزرق  سمارت ألتيرنيتفز إنجينيرنج كونسلتيشنز وبجانبة حرفان متداخلان بالاتنيني حرف الأس باللون البرتقالي وحرف الأيه باللون الأزرق على خلفية باللون الأبيض.,8/9/2032 0:11,12/22/2022 13:03
