Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2015;;OCT;Total POS :  Number of Transactions;32230687.0;OCT 2015;2015-10-01
Monthly;2016;;JAN;Total POS :  Number of Transactions;38692210.0;JAN 2016;2016-01-01
Monthly;2016;;JUN;Total POS :  Number of Transactions;47604252.0;JUN 2016;2016-06-01
Monthly;2016;;JUL;Total POS :  Number of Transactions;40052346.0;JUL 2016;2016-07-01
Monthly;2016;;OCT;Total POS :  Number of Transactions;45746087.0;OCT 2016;2016-10-01
Monthly;2017;;FEB;Total POS :  Number of Transactions;47419520.0;FEB 2017;2017-02-01
Monthly;2017;;NOV;Total POS :  Number of Transactions;65979920.0;NOV 2017;2017-11-01
Monthly;2018;;JAN;Total POS :  Number of Transactions;70458812.0;JAN 2018;2018-01-01
Monthly;2018;;JUN;Total POS :  Number of Transactions;80210812.0;JUN 2018;2018-06-01
Monthly;2018;;DEC;Total POS :  Number of Transactions;106907147.0;DEC 2018;2018-12-01
Monthly;2019;;MAY;Total POS :  Number of Transactions;126950082.0;MAY 2019;2019-05-01
Monthly;2019;;JUN;Total POS :  Number of Transactions;113896036.0;JUN 2019;2019-06-01
Monthly;2019;;JUL;Total POS :  Number of Transactions;132533739.0;JUL 2019;2019-07-01
Monthly;2019;;SEP;Total POS :  Number of Transactions;148471186.0;SEP 2019;2019-09-01
Monthly;2020;;MAY;Total POS :  Number of Transactions;159386224.0;MAY 2020;2020-05-01
Monthly;2021;;JAN;Total POS :  Number of Transactions;355954432.0;JAN 2021;2021-01-01
Monthly;2021;;NOV;Total POS :  Number of Transactions;495093756.0;NOV 2021;2021-11-01
Monthly;2022;;OCT;Total POS :  Number of Transactions;669108839.0;OCT 2022;2022-10-01
Monthly;2023;;MAR;Total POS :  Number of Transactions;720219673.0;MAR 2023;2023-03-01
Monthly;2023;;SEP;Total POS :  Number of Transactions;780737495.0;SEP 2023;2023-09-01
Monthly;2023;;DEC;Total POS :  Number of Transactions;828539267.0;DEC 2023;2023-12-01
Monthly;2024;;JAN;Total POS :  Number of Transactions;829777005.0;JAN 2024;2024-01-01
Monthly;2025;;JAN;Total POS :  Number of Transactions;938496232.0;JAN 2025;2025-01-01
Monthly;2025;;DEC;Total POS :  Number of Transactions;1022360790.0;DEC 2025;2025-12-01
Monthly;1995;;MAR;Total POS :  Number of Points of Sale Terminals;11019.0;MAR 1995;1995-03-01
Monthly;1995;;SEP;Total POS :  Number of Points of Sale Terminals;13089.0;SEP 1995;1995-09-01
Monthly;1996;;JUL;Total POS :  Number of Points of Sale Terminals;15122.0;JUL 1996;1996-07-01
Monthly;1996;;SEP;Total POS :  Number of Points of Sale Terminals;15332.0;SEP 1996;1996-09-01
Monthly;1997;;MAR;Total POS :  Number of Points of Sale Terminals;16035.0;MAR 1997;1997-03-01
Monthly;1997;;JUL;Total POS :  Number of Points of Sale Terminals;16038.0;JUL 1997;1997-07-01
Monthly;1997;;OCT;Total POS :  Number of Points of Sale Terminals;15772.0;OCT 1997;1997-10-01
Monthly;1998;;SEP;Total POS :  Number of Points of Sale Terminals;15827.0;SEP 1998;1998-09-01
Monthly;1998;;OCT;Total POS :  Number of Points of Sale Terminals;15793.0;OCT 1998;1998-10-01
Monthly;1998;;DEC;Total POS :  Number of Points of Sale Terminals;15885.0;DEC 1998;1998-12-01
Monthly;1999;;MAR;Total POS :  Number of Points of Sale Terminals;15878.0;MAR 1999;1999-03-01
Monthly;2000;;JAN;Total POS :  Number of Points of Sale Terminals;16670.0;JAN 2000;2000-01-01
Monthly;2000;;JUN;Total POS :  Number of Points of Sale Terminals;17371.0;JUN 2000;2000-06-01
Monthly;2000;;JUL;Total POS :  Number of Points of Sale Terminals;17547.0;JUL 2000;2000-07-01
Monthly;2000;;AUG;Total POS :  Number of Points of Sale Terminals;17768.0;AUG 2000;2000-08-01
Monthly;2000;;OCT;Total POS :  Number of Points of Sale Terminals;16551.0;OCT 2000;2000-10-01
Monthly;2001;;MAR;Total POS :  Number of Points of Sale Terminals;18919.0;MAR 2001;2001-03-01
Monthly;2001;;APR;Total POS :  Number of Points of Sale Terminals;19005.0;APR 2001;2001-04-01
Monthly;2001;;JUL;Total POS :  Number of Points of Sale Terminals;19665.0;JUL 2001;2001-07-01
Monthly;2001;;OCT;Total POS :  Number of Points of Sale Terminals;20716.0;OCT 2001;2001-10-01
Monthly;2002;;JUL;Total POS :  Number of Points of Sale Terminals;23276.0;JUL 2002;2002-07-01
Monthly;2003;;JUL;Total POS :  Number of Points of Sale Terminals;27028.0;JUL 2003;2003-07-01
Monthly;2003;;AUG;Total POS :  Number of Points of Sale Terminals;27439.0;AUG 2003;2003-08-01
Monthly;2004;;MAR;Total POS :  Number of Points of Sale Terminals;29907.0;MAR 2004;2004-03-01
Monthly;2004;;AUG;Total POS :  Number of Points of Sale Terminals;33509.0;AUG 2004;2004-08-01
Monthly;2004;;SEP;Total POS :  Number of Points of Sale Terminals;34068.0;SEP 2004;2004-09-01
Monthly;2004;;OCT;Total POS :  Number of Points of Sale Terminals;34846.0;OCT 2004;2004-10-01
Monthly;2004;;DEC;Total POS :  Number of Points of Sale Terminals;35521.0;DEC 2004;2004-12-01
Monthly;2005;;SEP;Total POS :  Number of Points of Sale Terminals;41636.0;SEP 2005;2005-09-01
Monthly;2006;;JUN;Total POS :  Number of Points of Sale Terminals;48749.0;JUN 2006;2006-06-01
Monthly;2006;;JUL;Total POS :  Number of Points of Sale Terminals;50126.0;JUL 2006;2006-07-01
Monthly;2006;;NOV;Total POS :  Number of Points of Sale Terminals;52628.0;NOV 2006;2006-11-01
Monthly;2007;;FEB;Total POS :  Number of Points of Sale Terminals;53737.0;FEB 2007;2007-02-01
Monthly;2008;;JUN;Total POS :  Number of Points of Sale Terminals;66855.0;JUN 2008;2008-06-01
Monthly;2009;;FEB;Total POS :  Number of Points of Sale Terminals;74454.0;FEB 2009;2009-02-01
Monthly;2009;;MAY;Total POS :  Number of Points of Sale Terminals;74668.0;MAY 2009;2009-05-01
Monthly;2009;;SEP;Total POS :  Number of Points of Sale Terminals;75241.0;SEP 2009;2009-09-01
Monthly;2009;;NOV;Total POS :  Number of Points of Sale Terminals;72636.0;NOV 2009;2009-11-01
Monthly;2009;;DEC;Total POS :  Number of Points of Sale Terminals;82620.0;DEC 2009;2009-12-01
Monthly;2010;;AUG;Total POS :  Number of Points of Sale Terminals;74526.0;AUG 2010;2010-08-01
Monthly;2010;;SEP;Total POS :  Number of Points of Sale Terminals;74792.0;SEP 2010;2010-09-01
Monthly;2011;;FEB;Total POS :  Number of Points of Sale Terminals;81476.0;FEB 2011;2011-02-01
Monthly;2011;;MAR;Total POS :  Number of Points of Sale Terminals;81292.0;MAR 2011;2011-03-01
Monthly;2011;;APR;Total POS :  Number of Points of Sale Terminals;81390.0;APR 2011;2011-04-01
Monthly;2011;;MAY;Total POS :  Number of Points of Sale Terminals;82921.0;MAY 2011;2011-05-01
Monthly;2011;;AUG;Total POS :  Number of Points of Sale Terminals;87842.0;AUG 2011;2011-08-01
Monthly;2011;;DEC;Total POS :  Number of Points of Sale Terminals;88793.0;DEC 2011;2011-12-01
Monthly;2012;;MAR;Total POS :  Number of Points of Sale Terminals;83841.0;MAR 2012;2012-03-01
Monthly;2012;;APR;Total POS :  Number of Points of Sale Terminals;84601.0;APR 2012;2012-04-01
Monthly;2012;;MAY;Total POS :  Number of Points of Sale Terminals;86339.0;MAY 2012;2012-05-01
Monthly;2013;;FEB;Total POS :  Number of Points of Sale Terminals;93988.0;FEB 2013;2013-02-01
Monthly;2013;;JUN;Total POS :  Number of Points of Sale Terminals;100530.0;JUN 2013;2013-06-01
Monthly;2013;;JUL;Total POS :  Number of Points of Sale Terminals;102410.0;JUL 2013;2013-07-01
Monthly;2013;;DEC;Total POS :  Number of Points of Sale Terminals;107763.0;DEC 2013;2013-12-01
Monthly;2014;;NOV;Total POS :  Number of Points of Sale Terminals;134865.0;NOV 2014;2014-11-01
Monthly;2016;;JUL;Total POS :  Number of Points of Sale Terminals;255306.0;JUL 2016;2016-07-01
Monthly;2017;;NOV;Total POS :  Number of Points of Sale Terminals;303391.0;NOV 2017;2017-11-01
Monthly;2017;;DEC;Total POS :  Number of Points of Sale Terminals;303464.0;DEC 2017;2017-12-01
Monthly;2018;;AUG;Total POS :  Number of Points of Sale Terminals;332807.0;AUG 2018;2018-08-01
Monthly;2018;;DEC;Total POS :  Number of Points of Sale Terminals;351645.0;DEC 2018;2018-12-01
Monthly;2019;;JAN;Total POS :  Number of Points of Sale Terminals;358615.0;JAN 2019;2019-01-01
Monthly;2019;;AUG;Total POS :  Number of Points of Sale Terminals;401889.0;AUG 2019;2019-08-01
Monthly;2020;;JAN;Total POS :  Number of Points of Sale Terminals;452322.0;JAN 2020;2020-01-01
Monthly;2020;;OCT;Total POS :  Number of Points of Sale Terminals;657040.0;OCT 2020;2020-10-01
Monthly;2020;;NOV;Total POS :  Number of Points of Sale Terminals;693306.0;NOV 2020;2020-11-01
Monthly;2020;;DEC;Total POS :  Number of Points of Sale Terminals;721060.0;DEC 2020;2020-12-01
Monthly;2021;;FEB;Total POS :  Number of Points of Sale Terminals;762595.0;FEB 2021;2021-02-01
Monthly;2022;;FEB;Total POS :  Number of Points of Sale Terminals;1086834.0;FEB 2022;2022-02-01
Monthly;2022;;JUN;Total POS :  Number of Points of Sale Terminals;1205169.0;JUN 2022;2022-06-01
Monthly;2022;;AUG;Total POS :  Number of Points of Sale Terminals;1267048.0;AUG 2022;2022-08-01
Monthly;2023;;JAN;Total POS :  Number of Points of Sale Terminals;1473945.0;JAN 2023;2023-01-01
Monthly;2023;;MAR;Total POS :  Number of Points of Sale Terminals;1576180.0;MAR 2023;2023-03-01
Monthly;2024;;JAN;Total POS :  Number of Points of Sale Terminals;1762621.0;JAN 2024;2024-01-01
Monthly;2024;;MAR;Total POS :  Number of Points of Sale Terminals;1780710.0;MAR 2024;2024-03-01
Monthly;2025;;FEB;Total POS :  Number of Points of Sale Terminals;2038684.0;FEB 2025;2025-02-01
Monthly;2025;;MAR;Total POS :  Number of Points of Sale Terminals;2082249.0;MAR 2025;2025-03-01
Monthly;2025;;APR;Total POS :  Number of Points of Sale Terminals;2089341.0;APR 2025;2025-04-01
Monthly;2025;;JUL;Total POS :  Number of Points of Sale Terminals;2117469.0;JUL 2025;2025-07-01
Monthly;2025;;NOV;Total POS :  Number of Points of Sale Terminals;2311183.0;NOV 2025;2025-11-01
Monthly;2019;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;9434530.0;AUG 2019;2019-08-01
Monthly;2019;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;22723577.0;DEC 2019;2019-12-01
Monthly;2020;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;28740980.0;FEB 2020;2020-02-01
Monthly;2020;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;27657050.0;MAY 2020;2020-05-01
Monthly;2020;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;64186621.0;AUG 2020;2020-08-01
Monthly;2021;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;94982428.0;FEB 2021;2021-02-01
Monthly;2021;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;158546517.0;JUL 2021;2021-07-01
Monthly;2021;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;178917578.0;OCT 2021;2021-10-01
Monthly;2021;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;205892315.0;DEC 2021;2021-12-01
Monthly;2022;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;211838288.0;JAN 2022;2022-01-01
Monthly;2022;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;201220911.0;FEB 2022;2022-02-01
Monthly;2022;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;252258171.0;JUN 2022;2022-06-01
Monthly;2022;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;278982388.0;SEP 2022;2022-09-01
Monthly;2022;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;286641200.0;NOV 2022;2022-11-01
Monthly;2022;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;304543575.0;DEC 2022;2022-12-01
Monthly;2023;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;305140924.0;JAN 2023;2023-01-01
Monthly;2023;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;319212469.0;MAR 2023;2023-03-01
Monthly;2023;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;340449407.0;MAY 2023;2023-05-01
Monthly;2024;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;422241605.0;JAN 2024;2024-01-01
Monthly;2024;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;410426018.0;FEB 2024;2024-02-01
Monthly;2025;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;570672546.0;OCT 2025;2025-10-01
Monthly;2026;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;574697110.0;JAN 2026;2026-01-01
Monthly;2019;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;111750986.0;DEC 2019;2019-12-01
Monthly;2020;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;113794477.0;MAR 2020;2020-03-01
Monthly;2020;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;179905353.0;JUL 2020;2020-07-01
Monthly;2020;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;179006597.0;AUG 2020;2020-08-01
Monthly;2021;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;298237236.0;DEC 2021;2021-12-01
Monthly;2022;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;312550414.0;MAY 2022;2022-05-01
Monthly;2023;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;331725815.0;FEB 2023;2023-02-01
Monthly;2023;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;374094781.0;MAR 2023;2023-03-01
Monthly;2023;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;380096697.0;JUL 2023;2023-07-01
Monthly;2023;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;402721878.0;AUG 2023;2023-08-01
Monthly;2023;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;411150514.0;DEC 2023;2023-12-01
Monthly;2024;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;363431028.0;FEB 2024;2024-02-01
Monthly;2024;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;363335472.0;JUN 2024;2024-06-01
Monthly;2024;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;394094583.0;AUG 2024;2024-08-01
Monthly;2024;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;388774718.0;NOV 2024;2024-11-01
Monthly;2024;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;400254647.0;DEC 2024;2024-12-01
Monthly;2025;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;405489476.0;JUL 2025;2025-07-01
Monthly;2025;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;407014186.0;SEP 2025;2025-09-01
Monthly;2026;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;387617327.0;FEB 2026;2026-02-01
Monthly;2019;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;350552.686;MAR 2019;2019-03-01
Monthly;2019;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;1307857.962;OCT 2019;2019-10-01
Monthly;2020;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;6491950.548;OCT 2020;2020-10-01
Monthly;2021;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;8418867.96635;JAN 2021;2021-01-01
Monthly;2021;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;10983950.4847112;JUL 2021;2021-07-01
Monthly;2022;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;13730595.034043;JAN 2022;2022-01-01
Monthly;2022;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;16127733.3561039;SEP 2022;2022-09-01
Monthly;2023;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;17077257.5790489;JAN 2023;2023-01-01
Monthly;2023;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;18894812.7863747;APR 2023;2023-04-01
Monthly;2023;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;18844076.7409848;OCT 2023;2023-10-01
Monthly;2024;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;25118441.6336157;APR 2024;2024-04-01
Monthly;2024;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;26349016.7797853;MAY 2024;2024-05-01
Monthly;2024;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;26093166.7010559;SEP 2024;2024-09-01
Monthly;2024;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;27341092.3310799;NOV 2024;2024-11-01
Monthly;2025;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;28409755.4556754;JAN 2025;2025-01-01
Monthly;2025;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;33458197.4727569;MAR 2025;2025-03-01
Monthly;2025;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;26020106.5608548;APR 2025;2025-04-01
Monthly;2025;;JUN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;27711987.4625752;JUN 2025;2025-06-01
Monthly;2025;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;32275645.5900365;AUG 2025;2025-08-01
Monthly;2025;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;29792057.4371864;SEP 2025;2025-09-01
Monthly;2019;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;6511595.192;MAY 2019;2019-05-01
Monthly;2019;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;7386129.026;JUL 2019;2019-07-01
Monthly;2019;;DEC;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;13068029.407;DEC 2019;2019-12-01
